id	name_jp	name	tag
2150	砕かれた鉱石	Shattered Ore	
2151	未来の機構	Futuristic Gizmo	
2152	ピアノの音符	Piano Note	
2153	トランペット音符	Trumpet Note	
2154	フルートの音符	Flute Note	
2155	木琴の音符	Wood Harp Note	
2156	バイオリンの音符	Violin Note	
2157	ティンパニの音符	Timpani Note	
2158	鉄琴の音符	Metal Harp Note	
2159	既知の機構	Cognitive Device	
2160	翼竜の隠し財宝	Dino's Stash	
2161	シダシナモン	Cinnamon Fern	
2162	机の欠片	Desk Piece	
2163	机の脚	Desk Leg	
2164	条件つき机	Temp Desk	
2165	銀机の欠片	Table Piece	
2166	銀机の脚	Table Leg	
2167	焦げた銀机の脚	Burnt Table Leg	
2168	天秤の欠片	Scale Piece	
2169	天秤の皿	Scale Dish	
2170	条件つき天秤	Temp Scale	
2171	大鷲の欠片	Eagle Piece	
2172	大鷲の翼	Eagle Wings	
2173	凍った大鷲の鉤爪	Frozen Talons	
2174	粘性の欠片	Adhesive Piece	
2175	粘性の手	Adhesive Hand	
2176	条件つき粘性	Temp Adhesive	
2177	大舌の欠片	Tongue Piece	
2178	大舌の外皮	Tongue Skin	
2179	条件つき大舌	Temp Tongue	
2180	長舌の欠片	Clapper Piece	
2181	長舌の外皮	Clapper Skin	
2182	条件つき長舌	Temp Clapper	
2183	大剣の欠片	Sword Piece	
2184	大剣の柄	Sword Hilt	
2185	条件つき大剣	Temp Sword	
2186	甲蟲の欠片	Bug Piece	
2187	甲蟲の角	Bug Horn	
2188	壊れた甲蟲殻	Broken Carapace	
2189	宝物の欠片	Wealth Piece	
2190	旧作データ	Old Game Data	
2191	旧作データ	Old Game Data	
2192	踊手の欠片	Dancer Piece	
2193	踊手の靴	Dancer Shoes	
2194	条件つき貴踊手	Temp Dancer	
2195	貴踊手の欠片	Hoofer Piece	
2196	貴踊手の靴	Hoofer Shoes	
2197	条件つき貴踊手	Temp Hoofer	
2198	蝶々の欠片	Butterfly Piece	
2199	蝶々の羽	Butterfly Wing	
2200	条件つき蝶々	Temp Butterfly	
2201	呪術師の欠片	Shaman Piece	
2202	呪術師のローブ	Shaman Robe	
2203	条件つき呪術師	Conditional Shaman	
2204	聖母の欠片	Idol Piece	
2205	聖母のベール	Idol Veil	
2206	条件つき聖母	Temp Idol	
2207	狂聖母の欠片	Madonna Piece	
2208	狂聖母のベール	Madonna Veil	
2209	条件つき狂聖母	Conditional Madonna	
2210	椅子夫人の欠片	Madam Piece	
2211	椅子夫人の帽子	Madam Hat	
2212	条件つき椅子夫人	Temp Madam	
2213	大蛇の欠片	Snake Piece	
2214	大蛇のリング	Snake Ring	
2215	盲いた大蛇の脱殻	Eyeless Snakeskin	
2216	銀蛇の欠片	Serpent Piece	
2217	銀蛇のリング	Serpent Ring	
2218	条件つき銀蛇	Conditional Serpent	
2219	独天使の欠片	Angel Piece	
2220	独天使の矢尻	Angel Arrow	
2221	条件つき独天使	Temp Angel	
2222	愛天使の欠片	Eros Piece	
2223	愛天使の矢尻	Eros Arrow	
2224	愛天使の毒翼	Eros Wings	
2225	聖典の欠片	Scripture Piece	
2226	聖典の留め具	Scripture Latch	
2227	条件つき聖典	Temp Scripture	
2228	岩石の欠片	Rock Piece	
2229	岩石の手形	Rock Hand	
2230	条件つき岩石	Conditional Rock	
2231	奇岩の欠片	Boulder Piece	
2232	奇岩の手形	Boulder Hand	
2233	条件つき奇岩	Temp Boulder	
2234	王様の欠片	Royal Piece	
2235	王様の髭	Royal Stache	
2236	焦げた王様の杖	Charred Scepter	
2237	金箔	Gold Leaf	
2238	旧作データ	Old Game Data	
2239	旧作データ	Old Game Data	
2240	レキシーの欠片	Lexy Piece	
2241	レキシーのリボン	Lexy Ribbon	
2242	黒いレキシーの綿	Lexy Cotton	
2243	カロシーの欠片	Calocy Piece	
2244	カロシーのメガネ	Calocy Glasses	
2245	条件つきカロシー	Temp Calocy	
2246	壷女の欠片	Urn Piece	
2247	壷女の黒髪	Urn Hair	
2248	割れた壷女の壷	Cracked Urn	
2249	双子の欠片	Twins' Piece	
2250	双子の手枷	Twins' Handcuffs	
2251	条件つき双子	Temp Twins	
2252	ポリスの欠片	Cop Piece	
2253	ポリスのバッジ	Cop Badge	
2254	条件つきポリス	Temp Cop	
2255	亡霊の欠片	Ghost Piece	
2256	亡霊のランタン	Ghost Lamp	
2257	条件つき亡霊	Temp Ghost	
2258	悪霊の欠片	Phantom Piece	
2259	悪霊のランタン	Phantom Lamp	
2260	条件つき悪霊	Temp Phantom	
2261	彫像の欠片	Statue Piece	
2262	彫像の蝶番	Statue Hinges	
2263	彫像の鋭刃	Statue Blade	
2264	黒鴉の欠片	Crow Piece	
2265	黒鴉の羽	Crow Feather	
2266	条件つき黒鴉	Temp Crow	
2267	白鴉の欠片	Raven Piece	
2268	白鴉の羽	Raven Feather	
2269	白鴉のクチバシ	Raven Beak	
2270	霧雨次男の欠片	Rainy Piece	
2271	霧雨次男の吐息	Rainy Breath	
2272	霧雨次男の核	Rainy Core	
2273	霧雨長男の欠片	Elder Piece	
2274	霧雨長男の溜息	Elder Mist	
2275	霧雨長男の雷核	Elder Core	
2276	べたべたの欠片	Sticky Piece	
2277	べたべたの手	Sticky Hand	
2278	べたべたのーリー	Sticky Jelly	
2279	ぐずぐずの欠片	Mushy Piece	
2280	ぐずぐずの手	Mushy Hand	
2281	条件つきぐずぐず	Temp Mushy	
2282	監視者の欠片	Monitor Piece	
2283	監視者の瞼	Monitor Brow	
2284	呪いの監視者眼	Monitor Eye	
2285	至高の欠片	Supreme Piece	
2286	旧作データ	Old Game Data	
2287	旧作データ	Old Game Data	
2288	武者の欠片	Musha Piece	
2289	武者の鉢金	Musha Helm	
2290	条件つき武者	Temp Musha	
2291	鉄腕の欠片	Biceps Piece	
2292	鉄腕のマスク	Biceps Mask	
2293	条件つき鉄腕	Temp Biceps	
2294	豪腕の欠片	Triceps Piece	
2295	豪腕のマスク	Triceps Mask	
2296	条件つき豪腕	Temp Triceps	
2297	柳女の欠片	Nyogo Piece	
2298	柳女の着物	Nyogo Kimono	
2299	条件つき柳女	Temp Nyogo	
2300	紅葉女の欠片	Leaf Piece	
2301	紅葉女の着物	Leaf Kimono	
2302	条件つき紅葉女	Temp Leaf	
2303	鎖人の欠片	Spiral Piece	
2304	鎖人のバネ	Spiral Spring	
2305	条件つき鎖人	Temp Spiral	
2306	僧塔の欠片	Tower Piece	
2307	僧塔の冠	Tower Crown	
2308	僧塔の眼	Tower Eye	
2309	翁の欠片	Okina Piece	
2310	翁の半纏	Okina Coat	
2311	条件つき翁	Conditional Okina	
2312	緑翁の欠片	Sage Piece	
2313	緑翁の半纏	Sage Coat	
2314	条件つき緑翁	Temp Sage	
2315	吊盤の欠片	Hanged Piece	
2316	吊盤の枷	Hanged Cuffs	
2317	魔封じの吊盤の棘	Hanged Thorn	
2318	賽の欠片	Dice Piece	
2319	賽の目	Dice Pip	
2320	条件つき賽	Temp Dice	
2321	貴賽の欠片	Craps Piece	
2322	貴賽の塊	Craps Lump	
2323	貴賽の目	Craps Eye	
2324	獅輪の欠片	Wheel Piece	
2325	獅輪の車軸	Wheel Axle	
2326	吹き荒ぶ獅輪の尾	Wheel Tail	
2327	白獅輪の欠片	Tire Piece	
2328	白獅輪の車軸	Tire Axle	
2329	白獅輪の鬣	Tire Mane	
2330	巨兵の欠片	Machine Piece	
2331	巨兵の鉄槌	Machine Mallet	
2332	感電した金棒	Shock Club	
2333	全盛の欠片	Opulent Piece	
2334	旧作データ	Old Game Data	
2335	旧作データ	Old Game Data	
2336	ふんどし	Loincloth	
2337	牛頭の欠片	Bull Piece	
2338	牛頭の鎖	Bull Chain	
2339	凍った牛頭の角	Bull Horn	
2340	符師の欠片	Talisman Piece	
2341	符師のマント	Talisman Cape	
2342	符師の杖	Talisman Staff	
2343	城砦の欠片	Castle Piece	
2344	城砦の瓦礫	Castle Rubble	
2345	城砦の砲身	Castle Cannon	
2346	騎士の欠片	Knight Piece	
2347	騎士の手綱	Knight Reins	
2348	騎士のランス	Knight Lance	
2349	紅甲騎の欠片	Drive Piece	
2350	紅甲騎の脚車輪	Drive Wheel	
2351	紅甲騎の剣片	Drive Sword	
2352	聖甲騎の欠片	H Drive Piece	
2353	聖甲騎の脚車輪	H Drive Wheel	
2354	光る聖甲騎の歯車	H Drive Gear	
2355	砲座の欠片	Turret Piece	
2356	砲座の砲塔	Turret Cannon	
2357	黒い砲座の車輪	Turret Belt	
2358	黒木馬の欠片	B Horse Piece	
2359	黒木馬の手枷	B Horse Cuffs	
2360	黒木馬の鎖	B Horse Chain	
2361	白木馬の欠片	W Horse Piece	
2362	白木馬の手枷	W Horse Cuffs	
2363	条件つき白木馬	Temp W Horse	
2364	賽輪の欠片	Ring Piece	
2365	賽輪の塊	Ring Lump	
2366	燃え盛る賽輪の塊	Fire Ring Lump	
2367	赤賽輪の欠片	Red Ring Piece	
2368	赤賽輪の塊	Red Ring Lump	
2369	条件つき赤賽輪	Temp Red Ring	
2370	紅砲座の欠片	R Turret Piece	
2371	紅砲座の砲塔	R Cannon	
2372	条件つき紅砲座	Temp Red Turret	
2373	巨人の欠片	Giant Piece	
2374	巨人の剣片	Giant Hilt	
2375	貫かれた巨人の剣	Giant Sword	
2376	栄華の欠片	Luxury Piece	
2377	旧作データ	Old Game Data	
2378	旧作データ	Old Game Data	
2379	破れた数札	Ripped Card	
2380	旧作データ	Old Game Data	
2381	旧作データ	Old Game Data	
2382	塗られた数札	Painted Card	
2383	旧作データ	Old Game Data	
2384	旧作データ	Old Game Data	
2385	愛のカケラ	Love Shard	
2386	旧作データ	Old Game Data	
2387	旧作データ	Old Game Data	
2388	情欲のカケラ	Lust Shard	
2389	旧作データ	Old Game Data	
2390	旧作データ	Old Game Data	
2391	恋のカケラ	Passion Shard	
2392	旧作データ	Old Game Data	
2393	旧作データ	Old Game Data	
2394	ロマンスのカケラ	Romance Shard	
2395	旧作データ	Old Game Data	
2396	旧作データ	Old Game Data	
2397	古いおしゃぶり	Old Pacifier	
2398	旧作データ	Old Game Data	
2399	旧作データ	Old Game Data	
2400	赤いおべべ	Red Clothes	
2401	旧作データ	Old Game Data	
2402	旧作データ	Old Game Data	
2403	青いおべべ	Blue Clothes	
2404	旧作データ	Old Game Data	
2405	旧作データ	Old Game Data	
2406	甘露酒	Kanroshu	
2407	旧作データ	Old Game Data	
2408	旧作データ	Old Game Data	
2409	大吟醸	Daiginjo	
2410	旧作データ	Old Game Data	
2411	旧作データ	Old Game Data	
2412	したたる汗	Sweat Droplets	
2413	旧作データ	Old Game Data	
2414	旧作データ	Old Game Data	
2415	ひょっとこの面	Hyottoko Mask	
2416	旧作データ	Old Game Data	
2417	旧作データ	Old Game Data	
2418	光速の面影	Speed Mask	
2419	旧作データ	Old Game Data	
2420	旧作データ	Old Game Data	
2421	複眼	Compound Eye	
2422	旧作データ	Old Game Data	
2423	旧作データ	Old Game Data	
2424	絡みつく糸	Tangled Thread	
2425	旧作データ	Old Game Data	
2426	旧作データ	Old Game Data	
2427	死神の号令	Death's Order	
2428	旧作データ	Old Game Data	
2429	旧作データ	Old Game Data	
2430	読み古した童話本	Children's Book	
2431	福音書の一頁	Gospel Page	
2432	折れた体温計	Broken Gauge	
2433	手縫いのチョッキ	Hand-Sewn Vest	
2434	甲蟲の金片	Bug Gold	
2435	王様の金片	Royal Gold	
2436	監視者の金片	Monitor Gold	
2437	巨兵の金片	Machine Gold	
2438	オロチー材	Orochi Remnant	
2439	ピクシーー材	Pixie Remnant	
2440	ゲンブー材	Genbu Remnant	
2441	スザクー材	Suzaku Remnant	
2442	ランタンー材	Lantern Remnant	
2443	ジンー材	Jinn Remnant	
2444	ビャッコー材	Byakko Remnant	
2445	フロストー材	Frost Remnant	
2446	サキュバスー材	Succubus Remnant	
2447	ヌエー材	Nue Remnant	
2448	スカディー材	Skadi Remnant	
2449	マタドールー材	Matador Remnant	
2450	セイリュウー材	Seiryu Remnant	
2451	キュベレー材	Cybele Remnant	
2452	オニー材	Oni Remnant	
2453	ーウスー材	Zeus Remnant	
2454	黒爪の破片	Claw Shard	
2455	ヨシツネの刀片	Yoshitsune Shard	
2456	マサカドの刀片	Masakado Shard	
2457	アスラの聖仙骨	Asura Bone	
2458	ヴィシュヌの刀片	Vishnu Shard	
2459	花果山の霊岩	Huaguo's Rock	
2460	韋駄天の羽根	Skanda's Wing	
2461	割れた石版	Broken Tablet	
2462	敵対者の翼	Opposer's Wing	
2463	アリオクー材	Arioch Remnant	
2464	大天使の翼	Seraph Wing	
2465	破壊神の怒り	Destroyer's Rage	
2466	ミカエルの剣片	Michael Shard	
2467	シュウの弓片	Chi You Shard	
2468	大母神の黒曜石	Goddess Obsidian	
2469	折れた魔槍材	Spear Fragment	
2470	悪神の業苦	Trickster Karma	
2471	蝿王の杖片ー材	Skystaff Piece	
2472	シャドウの欠片	Shadow Piece	
2473	ケーキの頁	Cake Page	
2474	キノコの頁	Mushroom Page	
2475	タルトパイの頁	Tart Page	
2476	ウミガメの頁	Turtle Page	
2477	グリフォンの頁	Gryphon Page	
2478	ネムリネズミの頁	Dormouse Page	
2479	帽子屋の頁	Hatter Page	
2480	料理人の頁	Cook Page	
2481	侯爵夫人の頁	Duchess Page	
2482	アリス宝石１０	Alice Gem 10	
2483	アリス宝石１１	Alice Gem 11	
2484	アリス宝石１２	Alice Gem 12	
2485	枯れたローズ	Dried Rose	
2486	枯れたラン	Dried Orchid	
2487	枯れたアマリリス	Dried Amaryllis	
2488	欠けたキャンドル	Chipped Candle	
2489	欠けたチョーカー	Chipped Choker	
2490	欠けたネックレス	Chipped Necklace	
2491	割れたティアラ	Cracked Tiara	
2492	割れたイヤリング	Cracked Earring	
2493	割れたガラスの靴	Cracked Heels	
2494	破れたベール	Ripped Veil	
2495	破れたショール	Ripped Shawl	
2496	破れたドレス	Ripped Dress	
2497	合コン宝石１３	Date Treasure 13	
2498	合コン宝石１４	Date Treasure 14	
2499	合コン宝石１５	Date Treasure 15	
2500	合コン宝石１６	Date Treasure 16	
2501	ノートの切れー	Note Page	
2502	教科書の切れー	Textbook Page	
2503	資料集の切れー	Document Page	
2504	ちぎられた時間割	Ripped Schedule	
2505	ちぎられた名札	Ripped Nametag	
2506	ちぎられた校章	Ripped Emblem	
2507	錆びた注射針	Rusted Syringe	
2508	錆びたメス	Rusted Scalpel	
2509	錆びたピンセット	Rusted Tweezers	
2510	血染めの包帯	Bloody Bandage	
2511	血染めのガーー	Bloody Gauze	
2512	血染めのカルテ	Bloody Chart	
2513	ホラー宝石１３	Horror Treasure 13	
2514	ホラー宝石１４	Horror Treasure 14	
2515	ホラー宝石１５	Horror Treasure 15	
2516	ホラー宝石１６	Horror Treasure 16	
2517	沈香	Agarwood	
2518	白檀香	Sandalwood	
2519	伽羅香	Kyarako	
2520	２６０番の楽譜	Music Sheet 260	
2521	６５７番の楽譜	Music Sheet 657	
2522	５８１番の楽譜	Music Sheet 581	
2523	白ユリ	Lily	
2524	白カーネーション	Carnation	
2525	白菊	Chrysanthemum	
2526	白い帯	White Belt	
2527	白いろうそく	White Candle	
2528	白い壺	White Pot	
2529	まつり宝石１３	Festival Treasure 13	
2530	まつり宝石１４	Festival Treasure 14	
2531	まつり宝石１５	Festival Treasure 15	
2532	まつり宝石１６	Festival Treasure 16	
2533	濁った水晶	Cloudy Crystal	
2534	汚れた水晶	Dirty Crystal	
2535	ひび割れた水晶	Cracked Crystal	
2536	鈍色のーンマイ	Grey Clockwork	
2537	銀色のーンマイ	Silver Clockwork	
2538	金色のーンマイ	Gold Clockwork	
2539	動かない振り子	Still Pendulum	
2540	共鳴しない音叉	Non-Tuning Fork	
2541	巻けないネジ	Stripped Screw	
2542	回らない三番車	Broken 3rd Gear	
2543	回らない二番車	Broken 2nd Gear	
2544	回らない香箱車	Split Gearshaft	
2545	マニラロープ	Manila Rope	
2546	洗気瓶	Gas-Wash Bottle	
2547	見覚えの像	Familiar Statue	
2548	聞きかじりの像	Superficial Statue	
2549	口寄せの像	Spiritual Statue	
2550	傷が入ったレンズ	Scratched Lens	
2551	魔寄せの牝竹	Summon Bamboo	
2552	魔除けの銀錫	Repulse Alloy	
2553	陰陽の勾玉	Yin-Yang Charm	
2554	ー淵の鏡	Abyss Mirror	
2555	アダマス鋼	Adamas Steel	
2556	迷宮を形作る品々	Labyrinth Parts	
2557	旧作データ	Old Game Data	
2558	旧作データ	Old Game Data	
2559	リザーブ	Reserved	
2560	アクセサリ２開始	Acc2 From Here	
2561	パワーアンクル	Power Anklet	
2562	魔導のタリスマン	Magic Ankh	
2563	忍耐ベルト	Endurance Belt	
2564	アーミーソックス	Army Socks	
2565	ラッキーチャーム	Lucky Charm	
2566	元気の根付	Vigor Fob	
2567	ラベンダーポプリ	Plum Potpourri	
2568	目覚まし時計	Alarm Clock	
2569	サクラン帽子	Confusion Hat	
2570	大自然バッジ	Nature Pin	
2571	百中ゴーグル	Aim Goggles	
2572	安全帽	Safety Helmet	
2573	エルボーパッド	Elbow Pad	
2574	レッグウォーマー	Leg Warmer	
2575	防毒マスク	Gas Mask	
2576	ヨガたすき	Yoga Sash	
2577	偏光型サングラス	Polarized Specs	
2578	生存戦略ノート	Survival Book	
2579	装飾２0xA13	Acc2 0xA13	
2580	パラディンの紋章	Protector Pin	
2581	ソードマンの紋章	Landsknecht Pin	
2582	メディックの紋章	Medic Pin	
2583	バードの紋章	Troubadour Pin	
2584	ブシドーの紋章	Ronin Pin	
2585	ミスティックの紋章	Arcanist Pin	
2586	装飾２0xA1A	Acc2 0xA1A	
2587	共鳴のミサンガ	Resonance Coil	
2588	魂友のミサンガ	Soulmate Coil	
2589	ド根性の腕輪	Bracer of Might	
2590	ロゴスの鏡	Logos Mirror	
2591	ロマンの鏡	Roman Mirror	
2592	センスの鏡	Sense Mirror	
2593	イタンの鏡	Maverick Mirror	
2594	装飾２0xA22	Acc2 0xA22	
2595	ガンナーの紋章	Gunner Pin	
2596	プリンセスの紋章	Sovereign Pin	
2597	装飾２0xA25	Acc2 0xA25	
2598	耐火の帯	X Fire Sash	
2599	耐氷の帯	X Ice Sash	
2600	耐風の帯	X Wind Sash	
2601	耐雷の帯	X Elec Sash	
2602	耐核の帯	X Nuke Sash	
2603	耐念の帯	X Psy Sash	
2604	耐火のチャーム	X Fire Charm	
2605	耐氷のチャーム	X Ice Charm	
2606	耐風のチャーム	X Wind Charm	
2607	耐雷のチャーム	X Elec Charm	
2608	耐核のチャーム	X Nuke Charm	
2609	耐念のチャーム	X Psy Charm	
2610	装飾２0xA32	Acc2 0xA32	
2611	耐火の眼帯	X Fire Patch	
2612	耐氷の眼帯	X Ice Patch	
2613	耐風の眼帯	X Wind Patch	
2614	耐雷の眼帯	X Elec Patch	
2615	耐核の眼帯	X Nuke Patch	
2616	耐念の眼帯	X Psy Patch	
2617	耐火のアンク	X Fire Ankh	
2618	耐氷のアンク	X Ice Ankh	
2619	耐風のアンク	X Wind Ankh	
2620	耐雷のアンク	X Elec Ankh	
2621	耐核のアンク	X Nuke Ankh	
2622	耐念のアンク	X Psy Ankh	
2623	装飾２0xA3F	Acc2 0xA3F	
2624	耐火の勾玉	X Fire Bead	
2625	耐氷の勾玉	X Ice Bead	
2626	耐風の勾玉	X Wind Bead	
2627	耐雷の勾玉	X Elec Bead	
2628	耐核の勾玉	X Nuke Bead	
2629	耐念の勾玉	X Psy Bead	
2630	耐火のオーブ	X Fire Orb	
2631	耐氷のオーブ	X Ice Orb	
2632	耐風のオーブ	X Wind Orb	
2633	耐雷のオーブ	X Elec Orb	
2634	耐核のオーブ	X Nuke Orb	
2635	耐念のオーブ	X Psy Orb	
2636	装飾２0xA4C	Acc2 0xA4C	
2637	金運バッジ	Gold Badge	
2638	成金バッジ	Rich Badge	
2639	資産家バッジ	Wealth Badge	
2640	大富豪バッジ	Lavish Badge	
2641	秀才メガネ	Smart Specs	
2642	英才メガネ	Genius Specs	
2643	異才メガネ	Prodigy Specs	
2644	賢才メガネ	Sage Specs	
2645	呪祓の仏像	Exorcism Idol	
2646	毒祓の仏像	Antidote Idol	
2647	眠気祓の仏像	Awaken Idol	
2648	混乱祓の仏像	Calm Idol	
2649	麻痺祓の仏像	Freedom Idol	
2650	ヘッドガード	Head Guard	
2651	アームガード	Arm Guard	
2652	レッグガード	Leg Guard	
2653	呑火の瓢箪	Fireseal Pot	
2654	呑氷の瓢箪	Iceseal Pot	
2655	呑風の瓢箪	Windseal Pot	
2656	呑雷の瓢箪	Elecseal Pot	
2657	呑核の瓢箪	Nukeseal Pot	
2658	呑念の瓢箪	Psyseal Pot	
2659	装飾２0xA63	Acc2 0xA63	
2660	力だすき	Power Tasuki	
2661	コウモリチャーム	Bat Charm	
2662	防御アミュレット	Defense Ankh	
2663	風切羽ストラップ	Flight Strap	
2664	銀のスプーン	Silver Spoon	
2665	必中スコープ	Surehit Scope	
2666	随意の飾り	Free Ornament	
2667	大宇宙バッジ	World Badge	
2668	装飾２0xA6C	Acc2 0xA6C	
2669	装飾２0xA6D	Acc2 0xA6D	
2670	装飾２0xA6E	Acc2 0xA6E	
2671	装飾２0xA6F	Acc2 0xA6F	
2672	装飾２0xA70	Acc2 0xA70	
2673	装飾２0xA71	Acc2 0xA71	
2674	装飾２0xA72	Acc2 0xA72	
2675	装飾２0xA73	Acc2 0xA73	
2676	装飾２0xA74	Acc2 0xA74	
2677	装飾２0xA75	Acc2 0xA75	
2678	装飾２0xA76	Acc2 0xA76	
2679	装飾２0xA77	Acc2 0xA77	
2680	装飾２0xA78	Acc2 0xA78	
2681	装飾２0xA79	Acc2 0xA79	
2682	装飾２0xA7A	Acc2 0xA7A	
2683	装飾２0xA7B	Acc2 0xA7B	
2684	装飾２0xA7C	Acc2 0xA7C	
2685	装飾２0xA7D	Acc2 0xA7D	
2686	装飾２0xA7E	Acc2 0xA7E	
2687	装飾２0xA7F	Acc2 0xA7F	
2688	装飾２0xA80	Acc2 0xA80	
2689	装飾２0xA81	Acc2 0xA81	
2690	装飾２0xA82	Acc2 0xA82	
2691	装飾２0xA83	Acc2 0xA83	
2692	装飾２0xA84	Acc2 0xA84	
2693	装飾２0xA85	Acc2 0xA85	
2694	装飾２0xA86	Acc2 0xA86	
2695	装飾２0xA87	Acc2 0xA87	
2696	装飾２0xA88	Acc2 0xA88	
2697	装飾２0xA89	Acc2 0xA89	
2698	装飾２0xA8A	Acc2 0xA8A	
2699	装飾２0xA8B	Acc2 0xA8B	
2700	装飾２0xA8C	Acc2 0xA8C	
2701	装飾２0xA8D	Acc2 0xA8D	
2702	装飾２0xA8E	Acc2 0xA8E	
2703	装飾２0xA8F	Acc2 0xA8F	
2704	装飾２0xA90	Acc2 0xA90	
2705	装飾２0xA91	Acc2 0xA91	
2706	装飾２0xA92	Acc2 0xA92	
2707	装飾２0xA93	Acc2 0xA93	
2708	装飾２0xA94	Acc2 0xA94	
2709	装飾２0xA95	Acc2 0xA95	
2710	装飾２0xA96	Acc2 0xA96	
2711	装飾２0xA97	Acc2 0xA97	
2712	装飾２0xA98	Acc2 0xA98	
2713	装飾２0xA99	Acc2 0xA99	
2714	装飾２0xA9A	Acc2 0xA9A	
2715	装飾２0xA9B	Acc2 0xA9B	
2716	装飾２0xA9C	Acc2 0xA9C	
2717	装飾２0xA9D	Acc2 0xA9D	
2718	装飾２0xA9E	Acc2 0xA9E	
2719	装飾２0xA9F	Acc2 0xA9F	
2720	装飾２0xAA0	Acc2 0xAA0	
2721	装飾２0xAA1	Acc2 0xAA1	
2722	装飾２0xAA2	Acc2 0xAA2	
2723	装飾２0xAA3	Acc2 0xAA3	
2724	装飾２0xAA4	Acc2 0xAA4	
2725	装飾２0xAA5	Acc2 0xAA5	
2726	装飾２0xAA6	Acc2 0xAA6	
2727	装飾２0xAA7	Acc2 0xAA7	
2728	装飾２0xAA8	Acc2 0xAA8	
2729	装飾２0xAA9	Acc2 0xAA9	
2730	装飾２0xAAA	Acc2 0xAAA	
2731	装飾２0xAAB	Acc2 0xAAB	
2732	装飾２0xAAC	Acc2 0xAAC	
2733	装飾２0xAAD	Acc2 0xAAD	
2734	装飾２0xAAE	Acc2 0xAAE	
2735	装飾２0xAAF	Acc2 0xAAF	
2736	装飾２0xAB0	Acc2 0xAB0	
2737	装飾２0xAB1	Acc2 0xAB1	
2738	装飾２0xAB2	Acc2 0xAB2	
2739	装飾２0xAB3	Acc2 0xAB3	
2740	装飾２0xAB4	Acc2 0xAB4	
2741	装飾２0xAB5	Acc2 0xAB5	
2742	装飾２0xAB6	Acc2 0xAB6	
2743	装飾２0xAB7	Acc2 0xAB7	
2744	装飾２0xAB8	Acc2 0xAB8	
2745	装飾２0xAB9	Acc2 0xAB9	
2746	装飾２0xABA	Acc2 0xABA	
2747	装飾２0xABB	Acc2 0xABB	
2748	装飾２0xABC	Acc2 0xABC	
2749	装飾２0xABD	Acc2 0xABD	
2750	装飾２0xABE	Acc2 0xABE	
2751	装飾２0xABF	Acc2 0xABF	
2752	装飾２0xAC0	Acc2 0xAC0	
2753	装飾２0xAC1	Acc2 0xAC1	
2754	装飾２0xAC2	Acc2 0xAC2	
2755	装飾２0xAC3	Acc2 0xAC3	
2756	装飾２0xAC4	Acc2 0xAC4	
2757	装飾２0xAC5	Acc2 0xAC5	
2758	装飾２0xAC6	Acc2 0xAC6	
2759	装飾２0xAC7	Acc2 0xAC7	
2760	装飾２0xAC8	Acc2 0xAC8	
2761	装飾２0xAC9	Acc2 0xAC9	
2762	装飾２0xACA	Acc2 0xACA	
2763	装飾２0xACB	Acc2 0xACB	
2764	装飾２0xACC	Acc2 0xACC	
2765	装飾２0xACD	Acc2 0xACD	
2766	装飾２0xACE	Acc2 0xACE	
2767	装飾２0xACF	Acc2 0xACF	
2768	装飾２0xAD0	Acc2 0xAD0	
2769	装飾２0xAD1	Acc2 0xAD1	
2770	装飾２0xAD2	Acc2 0xAD2	
2771	装飾２0xAD3	Acc2 0xAD3	
2772	装飾２0xAD4	Acc2 0xAD4	
2773	装飾２0xAD5	Acc2 0xAD5	
2774	装飾２0xAD6	Acc2 0xAD6	
2775	装飾２0xAD7	Acc2 0xAD7	
2776	装飾２0xAD8	Acc2 0xAD8	
2777	装飾２0xAD9	Acc2 0xAD9	
2778	装飾２0xADA	Acc2 0xADA	
2779	装飾２0xADB	Acc2 0xADB	
2780	装飾２0xADC	Acc2 0xADC	
2781	装飾２0xADD	Acc2 0xADD	
2782	装飾２0xADE	Acc2 0xADE	
2783	装飾２0xADF	Acc2 0xADF	
2784	装飾２0xAE0	Acc2 0xAE0	
2785	装飾２0xAE1	Acc2 0xAE1	
2786	装飾２0xAE2	Acc2 0xAE2	
2787	装飾２0xAE3	Acc2 0xAE3	
2788	装飾２0xAE4	Acc2 0xAE4	
2789	装飾２0xAE5	Acc2 0xAE5	
2790	装飾２0xAE6	Acc2 0xAE6	
2791	装飾２0xAE7	Acc2 0xAE7	
2792	装飾２0xAE8	Acc2 0xAE8	
2793	装飾２0xAE9	Acc2 0xAE9	
2794	装飾２0xAEA	Acc2 0xAEA	
2795	装飾２0xAEB	Acc2 0xAEB	
2796	装飾２0xAEC	Acc2 0xAEC	
2797	装飾２0xAED	Acc2 0xAED	
2798	装飾２0xAEE	Acc2 0xAEE	
2799	装飾２0xAEF	Acc2 0xAEF	
2800	装飾２0xAF0	Acc2 0xAF0	
2801	装飾２0xAF1	Acc2 0xAF1	
2802	装飾２0xAF2	Acc2 0xAF2	
2803	装飾２0xAF3	Acc2 0xAF3	
2804	装飾２0xAF4	Acc2 0xAF4	
2805	装飾２0xAF5	Acc2 0xAF5	
2806	装飾２0xAF6	Acc2 0xAF6	
2807	装飾２0xAF7	Acc2 0xAF7	
2808	装飾２0xAF8	Acc2 0xAF8	
